,notification,item_text,main_work_center,created_on,created_at,completion_by_date,completion_time,user_status,system_status,problem_group_text,problem_code_text,malfunction_end,malfunction_end_time,malfunction_start,malfunction_start_time,description,code_group_text,coding_code_text,day_max_temp,day_min_temp,day_wind,lag_1_max_temp,lag_1_min_temp,lag_1_wind,rolling_3d_max_avg_temp,rolling_3d_min_avg_temp,rolling_3d_wind,rolling_7d_max_avg_temp,rolling_7d_min_avg_temp,rolling_7d_wind,area_name,kunda_risk_penalty,kunda_risk_factor
553,546438,"00:37,13:52",PLANT_01,2025-07-21,21:53:54,11/13/2025,1:59:44,NEW,REL,Software,Motor Failure,50.24,23:08:09,3/25/2025,6:19:40,Two stuff threat join chance good.,Electrical Issue,E01,33.2,27.2,16.2,31.6,27.9,19.6,32.73,27.87,19.1,32.8,27.56,18.79,Korangi,0.21,Extreme
554,653663,"00:32,11:00",PLANT_03,2025-04-22,22:50:43,12/15/2025,18:16:58,NEW,REL,Hydraulic,Motor Failure,3.99,18:33:30,8/19/2025,23:34:17,Modern store record little.,Software Issue,M02,38.6,22.3,12.4,38.4,22.3,15.1,38.03,23.4,18.5,35.23,24.66,21.04,Nazimabad,0.0349,Medium
555,765022,"01:01,11:13",MAINT_01,2023-11-09,20:48:54,1/3/2026,1:54:28,NEW,CLSD,Hydraulic,Motor Failure,38.58,16:22:33,12/25/2024,2:45:06,Arm entire increase.,Hydraulic Issue,E01,33.9,22.1,14.0,32.9,21.4,11.9,34.1,21.53,13.93,34.34,22.59,14.8,Clifton,-0.1087,Very Secure
556,641252,"00:20,09:19",PLANT_03,2024-12-06,18:07:09,2/15/2026,14:29:33,ON_HOLD,CLSD,Hydraulic,Short Circuit,69.29,21:03:45,12/14/2024,1:29:39,Financial form operation sense.,Electrical Issue,S04,28.7,15.4,11.8,28.3,16.8,11.1,29.4,18.77,15.5,29.84,19.04,12.9,Nazimabad,0.0349,Medium
557,737717,"01:01,09:20",PLANT_03,2024-12-28,6:33:06,3/8/2026,11:00:45,ON_HOLD,TECO,Hydraulic,Short Circuit,8.33,15:47:05,5/1/2025,9:27:05,Anything open project buy.,Mechanical Issue,E01,24.7,9.2,10.8,24.7,10.6,11.5,23.97,11.47,15.07,24.11,11.8,14.23,Nazimabad,0.0349,Medium
558,352764,"00:01,09:14",PLANT_03,2025-04-07,6:59:43,4/14/2026,12:07:00,NEW,CLSD,Mechanical,Leak,64.46,15:41:51,7/6/2025,13:25:28,Also see enjoy door should.,Hydraulic Issue,S04,33.6,25.4,22.4,36.4,24.6,26.7,35.77,22.97,19.77,35.63,20.91,15.07,Nazimabad,0.0349,Medium
559,814998,"00:10,14:42",PLANT_02,2024-05-31,3:10:59,1/9/2026,21:29:02,IN_PROGRESS,TECO,Hydraulic,Sensor Fault,71.39,12:23:08,11/1/2024,15:52:33,Attack resource serious teach piece especially able.,Hydraulic Issue,M02,37.7,27.5,23.4,42.7,27.7,26.5,39.6,28.13,32.03,36.81,27.83,28.13,Surjani,0.1585,High
560,566882,"00:17,08:49",MAINT_01,2024-03-20,11:32:54,2/24/2026,5:56:41,NEW,CLSD,Software,Motor Failure,4.9,19:17:02,6/24/2025,21:07:15,Property remain first common eight.,Hydraulic Issue,E01,32.8,20.6,14.8,34.4,20.9,19.2,33.9,19.4,17.07,32.21,18.34,19.23,Clifton,-0.1087,Very Secure
561,840427,"02:01,08:50",PLANT_01,2024-04-14,4:25:16,12/19/2025,12:04:59,NEW,CLSD,Software,Sensor Fault,63.63,22:21:29,6/30/2025,22:02:13,Maybe space father store start upon house paper.,Hydraulic Issue,E01,29.3,24.3,10.6,32.1,25.2,19.4,31.97,23.37,17.4,32.6,22.44,18.36,Korangi,0.21,Extreme
562,612153,"00:30,08:48",PLANT_01,2024-12-18,21:27:44,4/20/2026,13:18:24,NEW,CNF,Electrical,Motor Failure,37.4,11:59:03,3/31/2025,8:49:53,Police possible cup opportunity rate sport him.,Electrical Issue,M02,26.0,13.7,14.2,26.2,10.9,12.1,25.87,11.37,12.07,25.83,12.19,12.19,Korangi,0.21,Extreme
563,167215,"00:30,12:52",PLANT_01,2024-04-25,21:32:07,11/8/2025,12:49:55,ON_HOLD,CNF,Hydraulic,Sensor Fault,65.32,21:30:11,11/16/2024,13:58:08,Seek bill traditional western chance machine weight.,Software Issue,H03,31.3,23.6,24.6,31.3,23.9,22.7,31.5,24.17,24.77,31.13,24.14,25.7,Korangi,0.21,Extreme
564,955474,"00:58,22:56",PLANT_01,2024-12-04,12:53:02,3/17/2026,17:29:11,NEW,CLSD,Hydraulic,Leak,41.35,4:02:43,4/1/2025,8:40:28,Look entire do company focus consumer say.,Electrical Issue,H03,29.7,20.3,18.5,30.2,19.2,16.9,29.93,18.43,12.93,30.19,19.59,11.57,Korangi,0.21,Extreme
565,244356,"00:25,13:58",MAINT_01,2025-09-17,19:34:10,11/29/2025,3:30:06,COMPLETED,CLSD,Electrical,Short Circuit,47.84,12:23:00,7/26/2025,8:31:38,Prove organization old treatment yet land address.,Mechanical Issue,M02,30.8,25.6,15.2,30.0,26.3,23.3,29.97,26.1,24.63,29.89,25.51,20.67,Clifton,-0.1087,Very Secure
566,303861,"00:25,15:10",PLANT_01,2024-07-01,3:52:18,1/25/2026,6:03:36,NEW,CLSD,Electrical,Sensor Fault,39.38,21:52:29,12/9/2024,22:23:05,Close issue write produce ago.,Electrical Issue,H03,35.7,30.0,25.6,36.8,29.8,17.4,37.27,29.67,18.5,36.84,29.04,20.01,Korangi,0.21,Extreme
567,455612,"00:15,10:59",PLANT_03,2025-05-09,20:57:26,10/30/2025,20:44:04,NEW,CNF,Software,Short Circuit,62.31,10:02:32,8/19/2025,2:18:06,Anything leave tough such black improve subject.,Electrical Issue,E01,33.6,26.3,12.1,33.6,25.9,10.6,34.73,25.7,11.53,34.63,25.94,14.39,Nazimabad,0.0349,Medium
568,554605,"00:25,12:57",PLANT_02,2024-10-20,13:54:52,3/31/2026,9:08:13,COMPLETED,TECO,Software,Motor Failure,52.97,17:48:30,9/25/2025,11:40:54,Piece produce else.,Electrical Issue,M02,37.3,25.2,15.2,36.9,25.2,14.3,35.5,25.5,14.97,35.67,26.21,14.34,Surjani,0.1585,High
569,109435,"00:15,14:57",PLANT_01,2025-04-09,13:17:56,4/14/2026,14:19:05,NEW,REL,Mechanical,Motor Failure,37.77,22:01:34,4/29/2025,21:30:07,Want son dog range seem number other.,Hydraulic Issue,M02,32.2,23.0,13.1,32.6,23.2,12.8,34.2,24.4,20.63,34.97,22.34,16.54,Korangi,0.21,Extreme
570,547556,"00:30,11:13",PLANT_03,2025-04-21,18:55:12,1/30/2026,3:19:56,NEW,CLSD,Electrical,Sensor Fault,62.57,15:02:53,8/9/2025,13:21:29,Large chair born wish while room Mr personal.,Electrical Issue,E01,38.4,22.3,15.1,39.0,23.1,18.4,36.17,24.47,20.83,34.34,25.04,22.43,Nazimabad,0.0349,Medium
571,799438,"01:01,08:19",PLANT_01,2024-09-29,4:25:43,12/3/2025,9:39:06,NEW,CLSD,Electrical,Sensor Fault,18.04,6:53:41,7/15/2025,7:02:44,Until meet spring surface wife.,Mechanical Issue,E01,31.9,26.3,18.9,32.2,26.7,22.4,32.23,26.53,22.53,31.96,26.44,22.36,Korangi,0.21,Extreme
572,965264,"01:01,09:20",MAINT_01,2025-04-16,23:25:47,3/19/2026,2:00:18,IN_PROGRESS,CNF,Hydraulic,Leak,11.75,3:37:26,9/1/2025,7:13:42,Thus fight catch serious later they.,Software Issue,H03,33.0,25.5,21.2,32.7,25.3,22.0,32.8,25.0,22.13,32.99,24.33,18.5,Clifton,-0.1087,Very Secure
573,675581,"01:01,10:35",PLANT_03,2024-07-12,7:04:57,1/28/2026,12:09:40,IN_PROGRESS,CLSD,Mechanical,Sensor Fault,11.97,18:20:31,10/18/2025,3:26:16,Miss scene do work win health.,Software Issue,M02,33.2,29.4,38.4,34.5,29.1,31.0,35.0,29.47,22.73,35.11,29.59,22.56,Nazimabad,0.0349,Medium
574,178781,"00:15,12:14",MAINT_01,2024-02-08,5:49:15,3/3/2026,2:25:12,IN_PROGRESS,TECO,Hydraulic,Motor Failure,24.38,11:21:13,12/7/2024,10:39:15,Much article agent.,Hydraulic Issue,H03,26.0,16.2,18.4,26.4,18.1,18.6,25.83,16.77,15.6,26.63,17.61,16.57,Clifton,-0.1087,Very Secure
575,291475,"02:01,14:08",PLANT_01,2024-12-01,12:32:06,2/16/2026,21:00:29,COMPLETED,REL,Software,Motor Failure,17.57,11:04:40,1/1/2025,23:12:21,Another listen list behavior successful success herself.,Software Issue,H03,29.4,18.3,10.4,30.8,20.0,12.5,30.5,20.5,10.2,30.59,20.04,10.31,Korangi,0.21,Extreme
576,260196,"24:01,09:06",PLANT_03,2024-03-11,7:36:23,2/27/2026,7:49:13,NEW,CLSD,Software,Motor Failure,67.0,3:42:57,4/1/2025,21:19:51,Federal idea share property.,Hydraulic Issue,E01,27.1,18.2,15.1,27.8,18.9,15.7,29.0,16.93,15.3,27.4,14.53,16.13,Nazimabad,0.0349,Medium
577,326507,"00:24,13:09",PLANT_03,2025-08-09,8:11:17,1/1/2026,3:09:49,NEW,TECO,Software,Short Circuit,8.07,1:14:47,8/2/2025,19:55:36,Memory matter stage establish.,Software Issue,H03,30.9,26.1,24.2,30.9,25.9,23.7,30.63,25.9,22.87,30.69,26.04,22.7,Nazimabad,0.0349,Medium
578,406063,"00:01,09:17",PLANT_03,2025-10-21,20:43:48,2/23/2026,22:39:53,IN_PROGRESS,REL,Mechanical,Sensor Fault,50.48,21:19:08,9/11/2025,5:43:43,Outside interest tough character.,Software Issue,E01,36.3,20.5,12.0,36.0,21.7,14.8,35.43,21.13,13.0,34.94,21.59,14.07,Nazimabad,0.0349,Medium
579,864121,"00:01,09:17",PLANT_01,2025-09-27,0:29:53,4/22/2026,22:59:28,COMPLETED,CNF,Electrical,Sensor Fault,14.03,5:13:09,11/26/2024,18:08:33,Official yourself us local play environment.,Software Issue,H03,33.1,24.0,14.7,32.2,24.1,11.6,30.63,24.87,15.53,30.4,25.1,18.4,Korangi,0.21,Extreme
580,876665,"00:05,09:00",PLANT_02,2024-11-15,4:06:07,11/13/2025,1:49:30,COMPLETED,REL,Hydraulic,Motor Failure,63.54,9:21:29,10/30/2024,22:17:49,Great require else so so interest great analysis.,Mechanical Issue,M02,31.7,20.5,11.9,31.9,20.8,10.1,31.63,21.73,9.57,31.37,22.74,12.2,Surjani,0.1585,High
581,790607,"00:01,12:50",PLANT_02,2025-07-03,12:52:11,12/17/2025,19:04:13,COMPLETED,TECO,Electrical,Short Circuit,69.23,6:48:33,10/10/2025,19:26:41,Politics computer exist throw real next four.,Mechanical Issue,M02,32.2,28.1,15.6,32.8,27.7,21.1,32.7,27.9,22.3,33.37,27.39,18.61,Surjani,0.1585,High
582,221172,"00:05,14:12",MAINT_01,2023-12-22,13:33:22,1/8/2026,16:54:06,IN_PROGRESS,REL,Hydraulic,Short Circuit,33.78,4:41:24,7/13/2025,9:28:55,Government single least something source prove.,Software Issue,E01,27.9,17.4,13.3,26.9,13.4,13.2,26.43,14.93,18.23,26.79,14.97,17.69,Clifton,-0.1087,Very Secure
583,456902,"00:05,08:44",PLANT_02,2025-06-17,16:21:11,2/26/2026,0:01:51,IN_PROGRESS,REL,Electrical,Leak,63.35,14:03:48,1/30/2025,15:16:23,Consider policy those unit reduce executive.,Software Issue,E01,36.7,28.4,18.8,39.6,28.0,12.4,36.4,27.53,13.6,35.19,27.8,19.31,Surjani,0.1585,High
584,584963,"01:01,11:43",PLANT_01,2023-12-03,0:38:52,1/9/2026,22:58:07,NEW,CNF,Hydraulic,Short Circuit,0.87,5:42:20,5/4/2025,8:19:39,Heavy national result very investment enter memory charge.,Electrical Issue,H03,28.5,16.8,19.9,28.1,17.2,20.2,28.5,16.0,15.73,27.63,15.89,17.01,Korangi,0.21,Extreme
585,555968,"00:10,11:01",PLANT_03,2023-11-02,17:18:12,12/4/2025,23:27:31,NEW,REL,Software,Leak,59.13,13:36:04,6/9/2025,10:17:52,Activity night bill central wonder green.,Electrical Issue,M02,36.4,22.1,14.7,36.3,22.3,14.3,36.23,22.27,15.57,34.66,23.23,15.93,Nazimabad,0.0349,Medium
586,418717,"00:01,11:24",PLANT_03,2024-02-06,10:10:17,10/31/2025,7:43:45,NEW,CNF,Mechanical,Short Circuit,16.85,23:36:46,9/12/2025,12:39:54,Stay image my by maybe.,Hydraulic Issue,E01,25.7,15.9,13.1,25.4,16.3,15.1,25.8,17.87,18.57,26.74,18.06,16.17,Nazimabad,0.0349,Medium
587,159101,"00:01,09:38",PLANT_01,2025-02-01,2:30:25,3/4/2026,19:48:30,IN_PROGRESS,CLSD,Software,Motor Failure,65.47,17:39:41,4/5/2025,16:28:06,Whether single entire hundred recent direction American.,Hydraulic Issue,S04,24.9,9.9,13.8,23.7,12.7,19.0,25.6,14.43,16.5,26.4,13.03,13.1,Korangi,0.21,Extreme
588,595972,"00:20,09:27",PLANT_03,2023-12-17,18:42:05,4/12/2026,6:16:04,IN_PROGRESS,REL,Software,Sensor Fault,0.58,11:12:10,4/16/2025,18:24:13,Case else look wrong send knowledge.,Software Issue,S04,26.6,15.4,18.2,28.2,14.9,13.5,27.53,14.77,13.77,27.4,14.93,12.97,Nazimabad,0.0349,Medium
589,388790,"00:20,12:22",PLANT_02,2024-02-16,23:48:21,2/4/2026,9:13:49,COMPLETED,REL,Electrical,Leak,40.27,5:28:55,11/11/2024,21:57:35,Attention against strategy become available your both.,Hydraulic Issue,S04,30.8,13.9,15.2,28.8,13.6,13.8,27.6,14.63,13.23,27.39,14.49,14.34,Surjani,0.1585,High
590,990617,"00:21,10:35",MAINT_01,2024-04-05,23:46:05,3/8/2026,2:18:37,IN_PROGRESS,CNF,Hydraulic,Sensor Fault,54.6,9:15:32,9/10/2025,19:46:49,Group sense outside spring your.,Electrical Issue,M02,31.1,24.8,27.1,31.0,22.4,20.6,30.77,22.57,21.4,30.91,21.66,21.16,Clifton,-0.1087,Very Secure
591,647337,"01:01,09:35",PLANT_01,2024-09-26,7:40:14,2/6/2026,12:17:07,NEW,REL,Software,Short Circuit,19.0,20:54:18,4/14/2025,1:03:08,Resource blue degree rest thus.,Mechanical Issue,H03,32.4,26.4,20.0,32.1,26.3,21.2,31.83,26.5,22.47,31.69,25.86,20.4,Korangi,0.21,Extreme
592,834965,"00:15,11:15",PLANT_03,2023-12-12,6:53:37,2/10/2026,20:47:22,NEW,TECO,Software,Leak,14.31,14:46:21,11/15/2024,23:59:33,Cost eat truth fly memory hundred.,Software Issue,S04,27.8,14.4,10.3,26.4,15.2,11.8,27.33,15.3,11.4,27.54,14.83,13.97,Nazimabad,0.0349,Medium
593,460260,"02:01,22:16",PLANT_01,2025-02-06,3:42:19,12/30/2025,10:25:47,IN_PROGRESS,CNF,Electrical,Sensor Fault,6.51,12:45:57,6/4/2025,18:03:23,Travel growth what.,Electrical Issue,M02,27.7,11.7,13.0,26.7,11.4,12.9,25.67,13.7,14.8,25.64,12.81,15.3,Korangi,0.21,Extreme
594,983811,"01:01,09:14",PLANT_02,2025-09-10,2:22:04,3/24/2026,6:18:16,ON_HOLD,CNF,Software,Sensor Fault,23.84,4:03:35,3/12/2025,2:17:01,Many energy pattern investment practice.,Electrical Issue,H03,29.0,25.0,20.7,26.4,24.9,22.9,29.07,25.57,19.53,30.57,25.37,18.5,Surjani,0.1585,High
595,692673,"00:25,10:26",PLANT_03,2025-08-26,10:27:23,12/8/2025,9:20:50,COMPLETED,CLSD,Hydraulic,Short Circuit,40.53,8:45:49,4/1/2025,15:24:07,Recent event skin indicate suddenly.,Electrical Issue,H03,31.4,25.9,13.5,31.5,26.1,17.6,31.17,26.47,22.93,32.11,26.41,17.61,Nazimabad,0.0349,Medium
596,750419,"00:20,10:19",PLANT_03,2025-02-21,5:07:10,4/20/2026,13:03:08,IN_PROGRESS,REL,Mechanical,Motor Failure,8.78,13:56:12,7/2/2025,22:55:42,Sense machine treatment section significant camera else.,Software Issue,M02,29.6,18.4,9.8,31.8,18.4,14.7,30.67,19.8,16.7,30.46,19.76,17.17,Nazimabad,0.0349,Medium
597,533374,"01:01,09:15",PLANT_03,2023-11-09,22:49:00,1/18/2026,13:54:34,ON_HOLD,TECO,Mechanical,Sensor Fault,27.43,1:20:57,8/4/2025,8:42:05,Of national among must traditional able husband.,Hydraulic Issue,M02,33.9,22.1,14.0,32.9,21.4,11.9,34.1,21.53,13.93,34.34,22.59,14.8,Nazimabad,0.0349,Medium
598,820777,"00:01,16:49|00:01,12:33",PLANT_03,2024-11-21,8:02:18,1/9/2026,13:34:33,NEW,CLSD,Electrical,Sensor Fault,1.15,14:25:44,11/5/2024,17:39:00,Certainly even kitchen including summer bit difficult.,Mechanical Issue,E01,30.5,19.2,10.7,30.8,18.9,10.3,31.67,20.17,10.67,31.66,20.61,10.74,Nazimabad,0.0349,Medium
599,647577,"01:01,10:13",PLANT_01,2024-08-24,18:36:25,10/29/2025,10:16:45,IN_PROGRESS,REL,Mechanical,Sensor Fault,59.04,23:22:18,2/2/2025,5:49:58,Performance try phone water national pattern.,Electrical Issue,M02,32.5,26.9,24.9,32.3,27.4,24.2,32.27,27.33,24.13,31.7,27.1,22.09,Korangi,0.21,Extreme
600,472370,"02:10,14:46",PLANT_02,2023-11-10,6:52:32,11/29/2025,21:48:48,COMPLETED,CLSD,Software,Short Circuit,9.68,11:04:06,2/12/2025,4:03:34,Pay trip recognize ok recent near find.,Software Issue,H03,34.2,21.5,18.2,33.9,22.1,14.0,33.8,21.7,13.67,33.99,22.59,14.7,Surjani,0.1585,High
601,987225,"00:01,12:51",PLANT_02,2025-04-08,10:35:21,1/28/2026,5:05:05,ON_HOLD,REL,Electrical,Short Circuit,20.76,18:49:06,3/29/2025,19:17:36,High fine throughout bed future end finish.,Hydraulic Issue,H03,32.6,23.2,12.8,33.6,25.4,22.4,35.1,24.23,22.73,35.59,21.96,16.56,Surjani,0.1585,High
602,371967,"02:01,10:49",MAINT_01,2024-11-23,17:18:24,2/6/2026,1:40:30,ON_HOLD,TECO,Hydraulic,Leak,1.82,11:41:35,4/9/2025,23:53:06,Book party reveal.,Electrical Issue,E01,30.1,20.4,12.9,30.0,21.3,13.2,30.43,19.8,11.4,31.21,20.5,11.01,Clifton,-0.1087,Very Secure
603,291232,"00:01,11:42",PLANT_01,2024-05-25,21:18:18,1/27/2026,11:41:33,IN_PROGRESS,CLSD,Software,Short Circuit,31.41,7:27:16,2/13/2025,5:39:21,Around reach local guess.,Electrical Issue,M02,34.7,27.3,21.0,35.3,27.3,24.1,35.3,27.6,24.53,35.41,27.21,24.1,Korangi,0.21,Extreme
604,404119,"01:01,14:26",PLANT_02,2024-10-30,11:19:56,12/29/2025,10:50:33,IN_PROGRESS,CNF,Mechanical,Sensor Fault,60.57,16:55:27,11/10/2024,3:00:50,Threat and box listen institution rock.,Software Issue,E01,32.4,23.7,17.0,33.1,24.6,15.2,35.27,24.67,15.2,35.86,24.66,16.17,Surjani,0.1585,High
605,109540,"01:01,23:09",PLANT_01,2025-03-22,20:39:50,11/19/2025,20:39:26,ON_HOLD,CLSD,Software,Sensor Fault,28.54,19:51:51,12/7/2024,3:57:24,Strategy Mrs side space debate.,Mechanical Issue,H03,32.5,21.3,14.2,36.9,21.1,8.4,34.97,21.77,9.53,34.69,21.19,9.01,Korangi,0.21,Extreme
606,640652,"00:15,12:40",PLANT_01,2024-09-07,16:11:16,1/29/2026,21:32:56,NEW,REL,Electrical,Leak,13.33,7:50:49,7/22/2025,14:23:34,Eat wish positive beyond often foreign.,Software Issue,S04,29.9,25.6,17.9,29.9,26.2,23.4,31.63,26.53,20.87,32.01,25.3,14.24,Korangi,0.21,Extreme
607,497827,"00:20,13:13",PLANT_02,2025-09-14,5:52:40,12/14/2025,22:35:19,COMPLETED,TECO,Software,Sensor Fault,54.39,1:59:31,5/10/2025,6:05:21,Argue magazine any order prepare feeling career morning.,Mechanical Issue,S04,30.6,25.9,22.0,30.9,25.4,17.2,30.1,25.1,16.7,29.5,25.29,18.49,Surjani,0.1585,High
608,651951,"00:23,12:49",MAINT_01,2024-03-08,20:31:45,2/2/2026,1:11:22,NEW,CLSD,Mechanical,Motor Failure,56.9,2:56:59,3/22/2025,4:44:00,Economic another turn your radio ever total technology.,Mechanical Issue,E01,29.1,15.9,14.8,28.1,16.0,16.8,26.8,14.17,16.97,24.1,13.26,19.5,Clifton,-0.1087,Very Secure
609,151991,"00:30,09:47|00:30,09:46",MAINT_01,2025-08-30,8:05:23,3/20/2026,20:37:36,ON_HOLD,TECO,Mechanical,Short Circuit,12.92,11:58:58,12/31/2024,4:37:16,Itself marriage anyone smile energy add so financial.,Hydraulic Issue,S04,31.4,25.5,12.3,31.4,25.6,16.0,31.5,25.67,16.43,31.34,26.04,18.8,Clifton,-0.1087,Very Secure
610,288751,"00:50,12:40",MAINT_01,2024-11-15,3:21:21,12/13/2025,9:19:44,NEW,REL,Mechanical,Motor Failure,55.62,0:51:48,5/11/2025,13:56:25,Tend majority kitchen Mr ahead late.,Mechanical Issue,S04,31.7,20.5,11.9,31.9,20.8,10.1,31.63,21.73,9.57,31.37,22.74,12.2,Clifton,-0.1087,Very Secure
611,466326,"00:58,11:28",PLANT_03,2024-04-22,6:49:34,1/16/2026,3:44:06,IN_PROGRESS,REL,Mechanical,Motor Failure,68.23,13:22:58,12/13/2024,14:00:07,Should who court media part.,Hydraulic Issue,S04,31.7,24.2,28.5,31.7,24.0,25.6,31.13,23.9,27.37,31.54,23.79,21.06,Nazimabad,0.0349,Medium
612,786337,"00:22,11:04",PLANT_02,2025-01-24,10:14:15,1/4/2026,7:35:00,ON_HOLD,REL,Electrical,Sensor Fault,12.4,4:09:20,12/19/2024,23:07:48,Capital tax hard sometimes then situation.,Hydraulic Issue,M02,26.3,12.3,14.6,26.7,12.5,13.5,25.77,13.17,12.5,25.7,13.17,14.13,Surjani,0.1585,High
613,718992,"00:35,13:36",PLANT_03,2024-04-30,10:01:59,1/24/2026,15:46:36,COMPLETED,CNF,Electrical,Leak,55.63,2:45:10,4/26/2025,0:24:59,Side from eye board.,Software Issue,M02,37.0,24.1,26.1,36.7,25.0,24.1,34.6,24.4,23.23,32.74,24.24,23.63,Nazimabad,0.0349,Medium
614,149115,"02:04,08:53|03:19,08:52",PLANT_03,2024-07-14,22:42:32,12/11/2025,8:01:08,COMPLETED,TECO,Software,Sensor Fault,51.16,8:48:05,9/19/2025,4:42:11,Free part director approach reason push civil cost.,Hydraulic Issue,M02,33.1,28.7,26.6,33.2,29.1,32.1,33.63,29.2,33.83,34.8,29.5,26.03,Nazimabad,0.0349,Medium
615,453151,"02:01,22:16",PLANT_03,2025-06-01,1:40:01,12/29/2025,4:14:04,NEW,CNF,Electrical,Short Circuit,34.36,20:58:37,3/3/2025,7:11:20,Charge Congress seven later.,Software Issue,M02,40.8,28.4,25.0,38.9,28.1,31.1,39.63,28.1,28.13,37.0,28.11,24.97,Nazimabad,0.0349,Medium
616,843583,"02:25,08:58",PLANT_01,2023-12-25,22:53:52,3/17/2026,14:48:46,NEW,CNF,Mechanical,Motor Failure,4.64,6:24:12,4/13/2025,7:35:48,Really listen husband shake party hope billion.,Electrical Issue,S04,28.7,16.4,17.0,28.9,17.3,24.0,28.57,16.53,18.47,27.36,15.67,19.26,Korangi,0.21,Extreme
617,291962,"00:25,10:11",PLANT_01,2025-09-29,13:54:03,2/28/2026,19:48:12,COMPLETED,TECO,Hydraulic,Sensor Fault,5.84,21:34:02,6/10/2025,2:33:03,Exactly work begin treat.,Mechanical Issue,H03,39.9,25.3,18.1,32.7,25.3,20.5,32.67,24.47,15.6,31.14,25.01,18.09,Korangi,0.21,Extreme
618,821747,"00:10,09:58",PLANT_02,2024-09-28,6:22:42,4/8/2026,19:15:45,ON_HOLD,REL,Software,Short Circuit,61.45,7:40:10,9/29/2025,18:34:46,Spring economy someone police year accept toward.,Electrical Issue,E01,32.2,26.7,22.4,32.1,26.5,25.2,32.2,26.4,22.13,31.84,26.29,22.1,Surjani,0.1585,High
619,249143,"00:23,09:35",PLANT_02,2024-04-23,6:29:58,4/2/2026,0:35:15,NEW,CNF,Hydraulic,Leak,71.3,12:29:58,9/23/2025,5:20:46,Address listen might how represent yard campaign.,Mechanical Issue,H03,31.5,24.4,23.1,31.7,24.2,28.5,31.9,24.1,26.7,31.86,24.04,23.29,Surjani,0.1585,High
620,814635,0:30,PLANT_01,2025-03-21,23:47:57,1/23/2026,9:26:10,ON_HOLD,TECO,Mechanical,Sensor Fault,48.84,8:40:05,10/4/2025,11:28:21,Common other walk know.,Software Issue,E01,36.9,21.1,8.4,34.5,23.2,9.7,34.4,21.57,9.67,34.3,21.57,10.97,Korangi,0.21,Extreme
621,636226,"00:30,10:35",PLANT_01,2024-06-04,10:09:19,12/14/2025,18:06:28,COMPLETED,CLSD,Hydraulic,Leak,32.39,22:07:54,8/24/2025,0:50:52,Us event care.,Hydraulic Issue,M02,32.6,27.6,28.4,33.0,27.4,22.1,35.1,27.3,21.03,37.4,27.69,26.09,Korangi,0.21,Extreme
622,453824,"00:01,14:09",PLANT_03,2025-06-25,2:15:29,1/5/2026,14:15:25,ON_HOLD,CNF,Software,Leak,46.8,11:49:36,5/24/2025,0:52:00,Society table police interesting challenge book.,Hydraulic Issue,H03,33.3,27.2,11.9,33.5,27.9,15.5,33.3,28.2,18.67,33.0,28.26,23.77,Nazimabad,0.0349,Medium
623,104000,"00:15,11:40",MAINT_01,2023-12-26,20:49:59,3/19/2026,5:53:18,COMPLETED,REL,Electrical,Motor Failure,43.0,6:50:07,11/11/2024,0:30:19,Apply more director service.,Software Issue,S04,26.6,11.9,11.4,28.7,16.4,17.0,28.83,16.2,19.7,27.67,15.83,18.16,Clifton,-0.1087,Very Secure
624,825948,"00:43,21:18",MAINT_01,2025-10-22,12:00:47,12/7/2025,0:24:45,ON_HOLD,TECO,Mechanical,Short Circuit,27.93,2:21:58,2/24/2025,11:48:25,Garden involve recent role term mother leave.,Mechanical Issue,H03,36.4,22.2,13.3,36.3,20.5,12.0,35.67,21.13,13.1,35.41,21.33,13.54,Clifton,-0.1087,Very Secure
625,987474,"00:30,21:18",MAINT_01,2025-02-15,17:29:20,3/4/2026,20:10:48,IN_PROGRESS,CNF,Software,Sensor Fault,5.19,2:34:39,11/11/2024,2:14:19,Wind player happy enter method finally.,Mechanical Issue,S04,29.5,21.4,22.0,29.6,18.5,16.9,29.7,16.17,11.93,28.49,15.84,12.76,Clifton,-0.1087,Very Secure
626,455754,"02:10,13:16",MAINT_01,2023-11-21,4:10:38,3/22/2026,8:53:47,ON_HOLD,REL,Electrical,Short Circuit,59.24,2:52:48,6/8/2025,10:29:24,Public reason discussion food.,Electrical Issue,H03,31.8,20.8,20.9,31.8,19.4,20.3,31.1,18.43,16.9,31.16,19.09,17.86,Clifton,-0.1087,Very Secure
627,351492,"00:31,13:36",MAINT_01,2024-08-20,22:59:02,1/11/2026,10:19:00,COMPLETED,REL,Hydraulic,Motor Failure,27.09,12:47:33,7/19/2025,7:24:50,Gun sell wear another put.,Mechanical Issue,E01,31.8,26.8,24.9,31.5,26.5,20.4,31.1,26.97,19.1,31.34,27.14,20.43,Clifton,-0.1087,Very Secure
628,990123,"01:01,15:38",PLANT_03,2024-07-30,22:11:06,12/31/2025,7:50:13,ON_HOLD,TECO,Mechanical,Sensor Fault,59.04,12:47:00,8/21/2025,18:30:46,Effort present expect level science thank.,Electrical Issue,H03,32.5,28.1,13.4,33.2,28.5,13.2,33.87,28.93,17.67,33.8,29.14,22.19,Nazimabad,0.0349,Medium
